,Text,Language
89,"[31][32] Oceans hold 97% of surface water, glaciers, and polar ice caps 2.4%, and other land surface water such as rivers, lakes, and ponds 0.6%.",English
90,"Additionally, a minute amount of the Earth's water is contained within biological bodies and manufactured products.",English
91,"An ocean is a major body of saline water, and a principal component of the hydrosphere.",English
92,"Approximately 71% of the Earth's surface (an area of some 361 million square kilometers) is covered by ocean, a continuous body of water that is customarily divided into several principal oceans and smaller seas.",English
93,"More than half of this area is over 3,000 meters (9,800 feet) deep.",English
94,"Average oceanic salinity is around 35 parts per thousand (ppt) (3.5%), and nearly all seawater has a salinity in the range of 30 to 38 ppt.",English
95,"Though generally recognized as several 'separate' oceans, these waters comprise one global, interconnected body of salt water often referred to as the World Ocean or global ocean.",English
96,[33][34] This concept of a global ocean as a continuous body of water with relatively free interchange among its parts is of fundamental importance to oceanography.,English
97,"[35] The major oceanic divisions are defined in part by the continents, various archipelagos, and other criteria: these divisions are (in descending order of size) the Pacific Ocean, the Atlantic Ocean, the Indian Ocean, the Southern Ocean, and the Arctic Ocean.",English
98,"Smaller regions of the oceans are called seas, gulfs, bays and other names.",English
99,"There are also salt lakes, which are smaller bodies of landlocked saltwater that are not interconnected with the World Ocean.",English
100,Two notable examples of salt lakes are the Aral Sea and the Great Salt Lake.,English
101,"A lake (from Latin word lacus) is a terrain feature (or physical feature), a body of liquid on the surface of a world that is localized to the bottom of basin (another type of landform or terrain feature; that is, it is not global) and moves slowly if it moves at all.",English
102,"On Earth, a body of water is considered a lake when it is inland, not part of the ocean, is larger and deeper than a pond, and is fed by a river.",English
103,"[36][37] The only world other than Earth known to harbor lakes is Titan, Saturn's largest moon, which has lakes of ethane, most likely mixed with methane.",English
104,"It is not known if Titan's lakes are fed by rivers, though Titan's surface is carved by numerous river beds.",English
105,"Natural lakes on Earth are generally found in mountainous areas, rift zones, and areas with ongoing or recent glaciation.",English
106,Other lakes are found in endorheic basins or along the courses of mature rivers.,English
107,"In some parts of the world, there are many lakes because of chaotic drainage patterns left over from the last Ice Age.",English
108,"All lakes are temporary over geologic time scales, as they will slowly fill in with sediments or spill out of the basin containing them.",English
109,"A pond is a body of standing water, either natural or man-made, that is usually smaller than a lake.",English
110,"A wide variety of man-made bodies of water are classified as ponds, including water gardens designed for aesthetic ornamentation, fish ponds designed for commercial fish breeding, and solar ponds designed to store thermal energy.",English
111,Ponds and lakes are distinguished from streams via current speed.,English
112,"While currents in streams are easily observed, ponds and lakes possess thermally driven micro-currents and moderate wind driven currents.",English
113,"These features distinguish a pond from many other aquatic terrain features, such as stream pools and tide pools.",English
114,"A river is a natural watercourse,[38] usually freshwater, flowing towards an ocean, a lake, a sea or another river.",English
115,"In a few cases, a river simply flows into the ground or dries up completely before reaching another body of water.",English
116,"Small rivers may also be called by several other names, including stream, creek, brook, rivulet, and rill; there is no general rule that defines what can be called a river.",English
117,Many names for small rivers are specific to geographic location; one example is Burn in Scotland and North-east England.,English
118,"Sometimes a river is said to be larger than a creek, but this is not always the case, due to vagueness in the language.",English
119,[39] A river is part of the hydrological cycle.,English
120,"Water within a river is generally collected from precipitation through surface runoff, groundwater recharge, springs, and the release of stored water in natural ice and snowpacks (i.e., from glaciers).",English
121,"A stream is a flowing body of water with a current, confined within a bed and stream banks.",English
122,"In the United States, a stream is classified as a watercourse less than 60 feet (18 metres) wide.",English
123,"Streams are important as conduits in the water cycle, instruments in groundwater recharge, and they serve as corridors for fish and wildlife migration.",English
124,The biological habitat in the immediate vicinity of a stream is called a riparian zone.,English
125,"Given the status of the ongoing Holocene extinction, streams play an important corridor role in connecting fragmented habitats and thus in conserving biodiversity.",English
126,"The study of streams and waterways in general involves many branches of inter-disciplinary natural science and engineering, including hydrology, fluvial geomorphology, aquatic ecology, fish biology, riparian ecology, and others.",English
127,Ecosystems are composed of a variety of biotic and abiotic components that function in an interrelated way.,English
128,[41] The structure and composition is determined by various environmental factors that are interrelated.,English
129,Variations of these factors will initiate dynamic modifications to the ecosystem.,English
130,"Some of the more important components are soil, atmosphere, radiation from the sun, water, and living organisms.",English
131,Central to the ecosystem concept is the idea that living organisms interact with every other element in their local environment.,English
132,"Eugene Odum, a founder of ecology, stated: ""Any unit that includes all of the organisms (ie: the ""community"") in a given area interacting with the physical environment so that a flow of energy leads to clearly defined trophic structure, biotic diversity, and material cycles (i.e.",English
133,: exchange of materials between living and nonliving parts) within the system is an ecosystem.,English
134,"""[42] Within the ecosystem, species are connected and dependent upon one another in the food chain, and exchange energy and matter between themselves as well as with their environment.",English
135,"[43] The human ecosystem concept is based on the human/nature dichotomy and the idea that all species are ecologically dependent on each other, as well as with the abiotic constituents of their biotope.",English
136,[44] A smaller unit of size is called a microecosystem.,English
137,"For example, a microsystem can be a stone and all the life under it.",English
138,"A macroecosystem might involve a whole ecoregion, with its drainage basin.",English
139,[45] Wilderness is generally defined as areas that have not been significantly modified by human activity.,English
140,"Wilderness areas can be found in preserves, estates, farms, conservation preserves, ranches, national forests, national parks, and even in urban areas along rivers, gulches, or otherwise undeveloped areas.",English
141,"Wilderness areas and protected parks are considered important for the survival of certain species, ecological studies, conservation, and solitude.",English
142,"Some nature writers believe wilderness areas are vital for the human spirit and creativity,[46] and some ecologists consider wilderness areas to be an integral part of the Earth's self-sustaining natural ecosystem (the biosphere).",English
143,"They may also preserve historic genetic traits and that they provide habitat for wild flora and fauna that may be difficult or impossible to recreate in zoos, arboretums, or laboratories.",English
144,"Although there is no universal agreement on the definition of life, scientists generally accept that the biological manifestation of life is characterized by organization, metabolism, growth, adaptation, response to stimuli, and reproduction.",English
145,[47] Life may also be said to be simply the characteristic state of organisms.,English
146,"Properties common to terrestrial organisms (plants, animals, fungi, protists, archaea, and bacteria) are that they are cellular, carbon-and-water-based with complex organization, having a metabolism, a capacity to grow, respond to stimuli, and reproduce.",English
147,An entity with these properties is generally considered life.,English
148,"However, not every definition of life considers all of these properties to be essential.",English
149,Human-made analogs of life may also be considered to be life.,English
150,"The biosphere is the part of Earth's outer shell—including land, surface rocks, water, air and the atmosphere—within which life occurs, and which biotic processes in turn alter or transform.",English
151,"From the broadest geophysiological point of view, the biosphere is the global ecological system integrating all living beings and their relationships, including their interaction with the elements of the lithosphere (rocks), hydrosphere (water), and atmosphere (air).",English
152,"The entire Earth contains over 75 billion tons (150 trillion pounds or about 6.8×1013 kilograms) of biomass (life), which lives within various environments within the biosphere.",English
153,"[48] Over nine-tenths of the total biomass on Earth is plant life, on which animal life depends very heavily for its existence.",English
154,"[49] More than 2 million species of plant and animal life have been identified to date,[50] and estimates of the actual number of existing species range from several million to well over 50 million.",English
155,"[51][52][53] The number of individual species of life is constantly in some degree of flux, with new species appearing and others ceasing to exist on a continual basis.",English
156,[54][55] The total number of species is in rapid decline.,English
157,"[56][57][58] The origin of life on Earth is not well understood, but it is known to have occurred at least 3.5 billion years ago,[61][62][63] during the hadean or archean eons on a primordial Earth that had a substantially different environment than is found at present.",English
158,[64] These life forms possessed the basic traits of self-replication and inheritable traits.,English
159,"Once life had appeared, the process of evolution by natural selection resulted in the development of ever-more diverse life forms.",English
160,Species that were unable to adapt to the changing environment and competition from other life forms became extinct.,English
161,"However, the fossil record retains evidence of many of these older species.",English
162,Current fossil and DNA evidence shows that all existing species can trace a continual ancestry back to the first primitive life forms.,English
163,[64] When basic forms of plant life developed the process of photosynthesis the sun's energy could be harvested to create conditions which allowed for more complex life forms.,English
164,[65] The resultant oxygen accumulated in the atmosphere and gave rise to the ozone layer.,English
165,The incorporation of smaller cells within larger ones resulted in the development of yet more complex cells called eukaryotes.,English
166,"[66] Cells within colonies became increasingly specialized, resulting in true multicellular organisms.",English
167,"With the ozone layer absorbing harmful ultraviolet radiation, life colonized the surface of Earth.",English
168,"The first form of life to develop on the Earth were microbes, and they remained the only form of life until about a billion years ago when multi-cellular organisms began to appear.",English
169,"[67] Microorganisms are single-celled organisms that are generally microscopic, and smaller than the human eye can see.",English
170,"They include Bacteria, Fungi, Archaea, and Protista.",English
171,"These life forms are found in almost every location on the Earth where there is liquid water, including in the Earth's interior.",English
172,"[68]
Their reproduction is both rapid and profuse.",English
173,"The combination of a high mutation rate and a horizontal gene transfer[69] ability makes them highly adaptable, and able to survive in new environments, including outer space.",English
174,[70] They form an essential part of the planetary ecosystem.,English
175,"However, some microorganisms are pathogenic and can post health risk to other organisms.",English
176,"Originally Aristotle divided all living things between plants, which generally do not move fast enough for humans to notice, and animals.",English
177,"In Linnaeus' system, these became the kingdoms Vegetabilia (later Plantae) and Animalia.",English
178,"Since then, it has become clear that the Plantae as originally defined included several unrelated groups, and the fungi and several groups of algae were removed to new kingdoms.",English
179,"However, these are still often considered plants in many contexts.",English
180,"Bacterial life is sometimes included in flora,[71][72] and some classifications use the term bacterial flora separately from plant flora.",English
181,"Among the many ways of classifying plants are by regional floras, which, depending on the purpose of study, can also include fossil flora, remnants of plant life from a previous era.",English
182,"People in many regions and countries take great pride in their individual arrays of characteristic flora, which can vary widely across the globe due to differences in climate and terrain.",English
183,"Regional floras commonly are divided into categories such as native flora and agricultural and garden flora, the lastly mentioned of which are intentionally grown and cultivated.",English
184,"Some types of ""native flora"" actually have been introduced centuries ago by people migrating from one region or continent to another, and become an integral part of the native, or natural flora of the place to which they were introduced.",English
185,This is an example of how human interaction with nature can blur the boundary of what is considered nature.,English
186,Another category of plant has historically been carved out for weeds.,English
187,"Though the term has fallen into disfavor among botanists as a formal way to categorize ""useless"" plants, the informal use of the word ""weeds"" to describe those plants that are deemed worthy of elimination is illustrative of the general tendency of people and societies to seek to alter or shape the course of nature.",English
188,"Similarly, animals are often categorized in ways such as domestic, farm animals, wild animals, pests, etc.",English
189,according to their relationship to human life.,English
190,Animals as a category have several characteristics that generally set them apart from other living things.,English
191,"Animals are eukaryotic and usually multicellular (although see Myxozoa), which separates them from bacteria, archaea, and most protists.",English
192,"They are heterotrophic, generally digesting food in an internal chamber, which separates them from plants and algae.",English
193,"They are also distinguished from plants, algae, and fungi by lacking cell walls.",English
194,With a few exceptions—most notably the two phyla consisting of sponges and placozoans—animals have bodies that are differentiated into tissues.,English
195,"These include muscles, which are able to contract and control locomotion, and a nervous system, which sends and processes signals.",English
196,There is also typically an internal digestive chamber.,English
197,The eukaryotic cells possessed by all animals are surrounded by a characteristic extracellular matrix composed of collagen and elastic glycoproteins.,English
198,"This may be calcified to form structures like shells, bones, and spicules, a framework upon which cells can move about and be reorganized during development and maturation, and which supports the complex anatomy required for mobility.",English
199,"Although humans comprise only a minuscule proportion of the total living biomass on Earth, the human effect on nature is disproportionately large.",English
200,"Because of the extent of human influence, the boundaries between what humans regard as nature and ""made environments"" is not clear cut except at the extremes.",English
201,"Even at the extremes, the amount of natural environment that is free of discernible human influence is diminishing at an increasingly rapid pace.",English
202,The development of technology by the human race has allowed the greater exploitation of natural resources and has helped to alleviate some of the risk from natural hazards.,English
203,"In spite of this progress, however, the fate of human civilization remains closely linked to changes in the environment.",English
204,There exists a highly complex feedback loop between the use of advanced technology and changes to the environment that are only slowly becoming understood.,English
205,"[73] Man-made threats to the Earth's natural environment include pollution, deforestation, and disasters such as oil spills.",English
206,Humans have contributed to the extinction of many plants and animals.,English
207,Humans employ nature for both leisure and economic activities.,English
208,The acquisition of natural resources for industrial use remains a sizable component of the world's economic system.,English
209,"[74][75] Some activities, such as hunting and fishing, are used for both sustenance and leisure, often by different people.",English
210,Agriculture was first adopted around the 9th millennium BCE.,English
211,"Ranging from food production to energy, nature influences economic wealth.",English
212,"Although early humans gathered uncultivated plant materials for food and employed the medicinal properties of vegetation for healing,[76] most modern human use of plants is through agriculture.",English
213,"The clearance of large tracts of land for crop growth has led to a significant reduction in the amount available of forestation and wetlands, resulting in the loss of habitat for many plant and animal species as well as increased erosion.",English
214,"[77] Beauty in nature has historically been a prevalent theme in art and books, filling large sections of libraries and bookstores.",English
215,"That nature has been depicted and celebrated by so much art, photography, poetry, and other literature shows the strength with which many people associate nature and beauty.",English
216,"Reasons why this association exists, and what the association consists of, are studied by the branch of philosophy called aesthetics.",English
217,"Beyond certain basic characteristics that many philosophers agree about to explain what is seen as beautiful, the opinions are virtually endless.",English
218,[78] Nature and wildness have been important subjects in various eras of world history.,English
219,An early tradition of landscape art began in China during the Tang Dynasty (618–907).,English
220,The tradition of representing nature as it is became one of the aims of Chinese painting and was a significant influence in Asian art.,English
221,"Although natural wonders are celebrated in the Psalms and the Book of Job, wilderness portrayals in art became more prevalent in the 1800s, especially in the works of the Romantic movement.",English
222,British artists John Constable and J. M. W. Turner turned their attention to capturing the beauty of the natural world in their paintings.,English
223,"Before that, paintings had been primarily of religious scenes or of human beings.",English
224,"William Wordsworth's poetry described the wonder of the natural world, which had formerly been viewed as a threatening place.",English
225,Increasingly the valuing of nature became an aspect of Western culture.,English
226,[79] This artistic movement also coincided with the Transcendentalist movement in the Western world.,English
227,"A common classical idea of beautiful art involves the word mimesis, the imitation of nature.",English
228,Also in the realm of ideas about beauty in nature is that the perfect is implied through perfect mathematical forms and more generally by patterns in nature.,English
229,"As David Rothenburg writes, ""The beautiful is the root of science and the goal of art, the highest possibility that humanity can ever hope to see"".",English
230,"[80]:281 Some fields of science see nature as matter in motion, obeying certain laws of nature which science seeks to understand.",English
231,"For this reason the most fundamental science is generally understood to be ""physics""—the name for which is still recognizable as meaning that it is the ""study of nature"".",English
232,Matter is commonly defined as the substance of which physical objects are composed.,English
233,It constitutes the observable universe.,English
234,The visible components of the universe are now believed to compose only 4.9 percent of the total mass.,English
235,The remainder is believed to consist of 26.8 percent cold dark matter and 68.3 percent dark energy.,English
236,[81] The exact arrangement of these components is still unknown and is under intensive investigation by physicists.,English
237,The behaviour of matter and energy throughout the observable universe appears to follow well-defined physical laws.,English
238,These laws have been employed to produce cosmological models that successfully explain the structure and the evolution of the universe we can observe.,English
239,The mathematical expressions of the laws of physics employ a set of twenty physical constants[82] that appear to be static across the observable universe.,English
240,"[83] The values of these constants have been carefully measured, but the reason for their specific values remains a mystery.",English
241,"Outer space, also simply called space, refers to the relatively empty regions of the Universe outside the atmospheres of celestial bodies.",English
242,Outer space is used to distinguish it from airspace (and terrestrial locations).,English
243,"There is no discrete boundary between Earth's atmosphere and space, as the atmosphere gradually attenuates with increasing altitude.",English
244,"Outer space within the Solar System is called interplanetary space, which passes over into interstellar space at what is known as the heliopause.",English
245,"Outer space is sparsely filled with several dozen types of organic molecules discovered to date by microwave spectroscopy, blackbody radiation left over from the Big Bang and the origin of the universe, and cosmic rays, which include ionized atomic nuclei and various subatomic particles.",English
246,"There is also some gas, plasma and dust, and small meteors.",English
247,"Additionally, there are signs of human life in outer space today, such as material left over from previous manned and unmanned launches which are a potential hazard to spacecraft.",English
248,Some of this debris re-enters the atmosphere periodically.,English
249,"Although Earth is the only body within the solar system known to support life, evidence suggests that in the distant past the planet Mars possessed bodies of liquid water on the surface.",English
250,"[84] For a brief period in Mars' history, it may have also been capable of forming life.",English
251,"At present though, most of the water remaining on Mars is frozen.",English
252,"If life exists at all on Mars, it is most likely to be located underground where liquid water can still exist.",English
253,"[85] Conditions on the other terrestrial planets, Mercury and Venus, appear to be too harsh to support life as we know it.",English
254,"But it has been conjectured that Europa, the fourth-largest moon of Jupiter, may possess a sub-surface ocean of liquid water and could potentially host life.",English
255,"[86] Astronomers have started to discover extrasolar Earth analogs – planets that lie in the habitable zone of space surrounding a star, and therefore could possibly host life as we know it.",English
256,[87] Media: Organizations: Philosophy:   Wikipedia (/ˌwɪkɪˈpiːdiə/ (listen) wik-ih-PEE-dee-ə or /ˌwɪki-/ (listen) wik-ee-) is a multilingual open-collaborative online encyclopedia created and maintained by a community of volunteer editors using a wiki-based editing system.,English
257,"It is one of the 15 most popular websites as ranked by Alexa, as of January 2021[update][3] and The Economist newspaper placed it as the ""13th-most-visited place on the web"".",English
258,"[4] Featuring no advertisements, it is hosted by the Wikimedia Foundation, an American non-profit organization funded primarily through donations.",English
259,"Wikipedia was launched on January 15, 2001, by Jimmy Wales and Larry Sanger.",English
260,"Sanger coined its name[5][6] as a portmanteau of ""wiki"" and ""encyclopedia"".",English
261,"It was initially an English-language encyclopedia, but versions in other languages were quickly developed.",English
262,"With 6.2 million articles, the English Wikipedia is the largest of the 317 Wikipedia encyclopedias.",English
263,"Overall, Wikipedia comprises more than 55 million articles,[7] attracting 1.7 billion unique visitors per month.",English
264,"[8][9] Wikipedia has been criticized for its uneven accuracy and for exhibiting systemic bias, including gender bias, with the majority of editors being male.",English
265,[4] Edit-a-thons have been held to encourage female editors and increase the coverage of women's topics.,English
266,"[10] In 2006, Time magazine stated that the open-door policy of allowing anyone to edit had made Wikipedia the biggest and possibly the best encyclopedia in the world, and was a testament to the vision of Jimmy Wales.",English
267,"[11] The project's reputation improved further in the 2010s as it increased efforts to improve its quality and reliability, based on its unique structure, curation and absence of commercial bias.",English
268,"[4] In 2018, Facebook and YouTube announced that they would help users detect fake news by suggesting links to related Wikipedia articles.",English
269,"[12] Other collaborative online encyclopedias were attempted before Wikipedia, but none were as successful.",English
270,"[13] Wikipedia began as a complementary project for Nupedia, a free online English-language encyclopedia project whose articles were written by experts and reviewed under a formal process.",English
271,"[14] It was founded on March 9, 2000, under the ownership of Bomis, a web portal company.",English
272,"Its main figures were Bomis CEO Jimmy Wales and Larry Sanger, editor-in-chief for Nupedia and later Wikipedia.",English
273,"[15][16] Nupedia was initially licensed under its own Nupedia Open Content License, but even before Wikipedia was founded, Nupedia switched to the GNU Free Documentation License at the urging of Richard Stallman.",English
274,"[17] Wales is credited with defining the goal of making a publicly editable encyclopedia,[18][19] while Sanger is credited with the strategy of using a wiki to reach that goal.",English
275,"[20] On January 10, 2001, Sanger proposed on the Nupedia mailing list to create a wiki as a ""feeder"" project for Nupedia.",English
276,"[21] The domains wikipedia.com and wikipedia.org were registered on January 12, 2001,[22] and January 13, 2001,[23] respectively, and Wikipedia was launched on January 15, 2001,[14] as a single English-language edition at www.wikipedia.com,[24] and announced by Sanger on the Nupedia mailing list.",English
277,"[18] Wikipedia's policy of ""neutral point-of-view""[25] was codified in its first few months.",English
278,"Otherwise, there were relatively few rules initially and Wikipedia operated independently of Nupedia.",English
279,"[18] Originally, Bomis intended to make Wikipedia a business for profit.",English
280,"[26] Wikipedia gained early contributors from Nupedia, Slashdot postings, and web search engine indexing.",English
281,"Language editions were also created, with a total of 161 by the end of 2004.",English
282,"[27] Nupedia and Wikipedia coexisted until the former's servers were taken down permanently in 2003, and its text was incorporated into Wikipedia.",English
283,"The English Wikipedia passed the mark of two million articles on September 9, 2007, making it the largest encyclopedia ever assembled, surpassing the Yongle Encyclopedia made during the Ming Dynasty in 1408, which had held the record for almost 600 years.",English
284,"[28] Citing fears of commercial advertising and lack of control in Wikipedia, users of the Spanish Wikipedia forked from Wikipedia to create the Enciclopedia Libre in February 2002.",English
285,"[29] Wales then announced that Wikipedia would not display advertisements, and changed Wikipedia's domain from wikipedia.com to wikipedia.org.",English
286,"[30][31] Though the English Wikipedia reached three million articles in August 2009, the growth of the edition, in terms of the numbers of new articles and of contributors, appears to have peaked around early 2007.",English
